name,author,img_paths,bounding_boxes,text
The Poetics of Space,Gaston Bachelard,dataset\adjusted_dataset\Science-Geography\0000085.jpg,[],[]
The Biology of Belief,Bruce H. Lipton,dataset\adjusted_dataset\Science-Geography\0000086.jpg,"[[[35, 20], [509, 20], [509, 118], [35, 118]]]","[""the bioloc a of belief a""]"
Chernobyl,Serhii Plokhy,dataset\adjusted_dataset\Science-Geography\0000087.jpg,[],[]
The Epigenetics Revolution,Nessa Carey,dataset\adjusted_dataset\Science-Geography\0000088.jpg,"[[[19, 86], [496, 86], [496, 315], [19, 315]]]","[""epigenetics revolution noy modorr buclca? anlan [7ng t 095""]"
Talking to Strangers,Malcolm Gladwell,dataset\adjusted_dataset\Science-Geography\0000089.jpg,"[[[22, 81], [487, 81], [487, 258], [22, 258]]]","[""talkin t0 strangers a hr h""]"
The Age of Surveillance Capitalism,Shoshana Zuboff,dataset\adjusted_dataset\Science-Geography\0000090.jpg,"[[[53, 99], [463, 99], [463, 189], [53, 189]]]","[""5wrveillance capitalisa""]"
Weapons of Math Destruction,Cathy O'neil,dataset\adjusted_dataset\Science-Geography\0000091.jpg,"[[[22, 122], [488, 122], [488, 172], [22, 172]]]","[""math destructiom""]"
Reality Is Not What It Seems,Carlo Rovelli,dataset\adjusted_dataset\Science-Geography\0000092.jpg,"[[[32, 50], [320, 50], [320, 389], [32, 389]]]","[""reality i5 not what i1 seems thfjcubneyo cuantuxgaavtt carlo rovelli""]"
Chernobyl Prayer,Svetlana Alexievich,dataset\adjusted_dataset\Science-Geography\0000093.jpg,"[[[176, 1], [401, 1], [401, 120], [176, 120]]]","[""sletenzh chenco foyet""]"
The Gene,Siddhartha Mukherjee,dataset\adjusted_dataset\Science-Geography\0000094.jpg,"[[[182, 63], [494, 63], [494, 190], [182, 190]]]","[""the gene anintirxtckstort""]"
A Universe From Nothing,Lawrence Krauss,dataset\adjusted_dataset\Science-Geography\0000095.jpg,"[[[33, 147], [403, 147], [403, 396], [33, 396]]]","[""a universe from nothing etcc goremiz tcntmcntonrg""]"
Thinking in Systems,Donella Meadows,dataset\adjusted_dataset\Science-Geography\0000096.jpg,"[[[122, 0], [512, 0], [512, 39], [122, 39]]]","[""tthintingin 573teitta""]"
Storytelling with Data,Cole Nussbaumer Knaflic,dataset\adjusted_dataset\Science-Geography\0000097.jpg,"[[[176, 146], [497, 146], [497, 440], [176, 440]]]","[""storytelling ~tdata jr.u msurito:bon juae jnt u* f\""occ orak""]"
Bounce,Matthew Syed,dataset\adjusted_dataset\Science-Geography\0000098.jpg,[],[]
The GCHQ Puzzle Book,GCHQ,dataset\adjusted_dataset\Science-Geography\0000099.jpg,[],[]
Digital Minimalism,Cal Newport,dataset\adjusted_dataset\Science-Geography\0000100.jpg,"[[[142, 26], [364, 26], [364, 50], [142, 50]]]","[""\""rlel milntnlin""]"
Musicophilia,Oliver Sacks,dataset\adjusted_dataset\Science-Geography\0000101.jpg,"[[[12, 288], [506, 288], [506, 396], [12, 396]]]","[""oliver sucl musicophilia""]"
The One-Straw Revolution,Masanobu Fukuoka,dataset\adjusted_dataset\Science-Geography\0000102.jpg,"[[[148, 144], [366, 144], [366, 187], [148, 187]]]","[""tiic one-strtw rpuiutic4""]"
Pale Blue Dot: a Vision of the Human Future in Space,Carl Sagan,dataset\adjusted_dataset\Science-Geography\0000103.jpg,[],[]
Moonwalking with Einstein,Joshua Foer,dataset\adjusted_dataset\Science-Geography\0000104.jpg,"[[[69, 284], [342, 284], [342, 332], [69, 332]]]","[""enstein""]"
A Walk in the Woods,Bill Bryson,dataset\adjusted_dataset\Science-Geography\0000105.jpg,"[[[142, 66], [402, 66], [402, 240], [142, 240]]]","[""walk in the nvoods""]"
"Eat, Pray, Love",Elizabeth Gilbert,dataset\adjusted_dataset\Science-Geography\0000106.jpg,[],[]
The Undoing Project,Michael Lewis,dataset\adjusted_dataset\Science-Geography\0000107.jpg,"[[[56, 59], [455, 59], [455, 330], [56, 330]]]","[""michael lewis the undoing prq iect""]"
The Greatest Show on Earth,Richard Dawkins,dataset\adjusted_dataset\Science-Geography\0000108.jpg,"[[[32, 244], [493, 244], [493, 431], [32, 431]]]","[""richard dawkins thf grptest shoton eanta 4 2 tnnce fen #yjhaun""]"
On the Origin of Species,Charles Darwin,dataset\adjusted_dataset\Science-Geography\0000109.jpg,"[[[32, 64], [482, 64], [482, 119], [32, 119]]]","[""on4the orkjin of stecils her ! euen""]"
Braiding Sweetgrass,Robin Wall Kimmerer,dataset\adjusted_dataset\Science-Geography\0000110.jpg,"[[[116, 124], [404, 124], [404, 156], [116, 156]]]","[""rwfftgrass""]"
My Family and Other Animals,Gerald Durrell,dataset\adjusted_dataset\Science-Geography\0000111.jpg,[],[]
The Ordnance Survey Puzzle Book,Ordnance Survey,dataset\adjusted_dataset\Science-Geography\0000112.jpg,"[[[126, 134], [432, 134], [432, 186], [126, 186]]]","[""crdnance quktct pvzzle bo7""]"
L'art de la Simplicite (The English Edition),Dominique Loreau,dataset\adjusted_dataset\Science-Geography\0000113.jpg,[],[]
In Patagonia,Bruce Chatwin,dataset\adjusted_dataset\Science-Geography\0000114.jpg,[],[]
Waking Up,Sam Harris,dataset\adjusted_dataset\Science-Geography\0000115.jpg,[],[]
Enlightenment Now,Steven Pinker,dataset\adjusted_dataset\Science-Geography\0000116.jpg,"[[[40, 119], [485, 119], [485, 334], [40, 334]]]","[""steven pinker enlightenmenu now""]"
The Signal and the Noise,Nate Silver,dataset\adjusted_dataset\Science-Geography\0000117.jpg,[],[]
Silent Spring,Rachel Carson,dataset\adjusted_dataset\Science-Geography\0000118.jpg,"[[[184, 23], [455, 23], [455, 120], [184, 120]]]","[""duchel caron sileni spring""]"
The Grand Design,Stephen Hawking,dataset\adjusted_dataset\Science-Geography\0000119.jpg,"[[[8, 75], [504, 75], [504, 337], [8, 337]]]","[""stephen hawking leonko mlcdinow the grand design""]"
Biggest Estate on Earth,Bill Gammage,dataset\adjusted_dataset\Science-Geography\0000120.jpg,"[[[37, 47], [477, 47], [477, 223], [37, 223]]]","[""biggest estate du earth hottnsfaes manf rtnain""]"
Underland,Robert Macfarlane,dataset\adjusted_dataset\Science-Geography\0000121.jpg,"[[[116, 308], [395, 308], [395, 369], [116, 369]]]","[""jacielne uaderland""]"
Wild Embers,Nikita Gill,dataset\adjusted_dataset\Science-Geography\0000122.jpg,"[[[41, 225], [483, 225], [483, 263], [41, 263]]]","[""wi]d embers""]"
Anatomy of Movement,Blandine Calais-Germain,dataset\adjusted_dataset\Science-Geography\0000123.jpg,"[[[118, 108], [410, 108], [410, 193], [118, 193]]]","[""movement fo""]"
Weed Forager's Handbook,Adam Grubb,dataset\adjusted_dataset\Science-Geography\0000124.jpg,"[[[13, 13], [497, 13], [497, 377], [13, 377]]]","[""fwred foragers 1 cwjr ro 0b""]"
Brain Rules (Updated and Expanded),John Medina,dataset\adjusted_dataset\Science-Geography\0000125.jpg,"[[[103, 157], [421, 157], [421, 343], [103, 343]]]","[""brain rules""]"
Einstein,Walter Isaacson,dataset\adjusted_dataset\Science-Geography\0000126.jpg,"[[[68, 14], [471, 14], [471, 135], [68, 135]]]","[""eist m hit""]"
Fingerprints Of The Gods,Graham Hancock,dataset\adjusted_dataset\Science-Geography\0000127.jpg,"[[[12, 6], [498, 6], [498, 352], [12, 352]]]","[""tle eviutite t cortky lol cirilicebon finger prints of the @ ds""]"
The Structure of Scientific Revolutions,Thomas S. Kuhn,dataset\adjusted_dataset\Science-Geography\0000128.jpg,"[[[16, 211], [502, 211], [502, 270], [16, 270]]]","[""thesieucttreof scjemtli r e v0luti0ns""]"
The Cosmic Serpent,Jeremy Narby,dataset\adjusted_dataset\Science-Geography\0000129.jpg,"[[[55, 28], [454, 28], [454, 99], [55, 99]]]","[""te 0 0 5 m i \u20ac 5 e r f e nt""]"
"New And Selected Poems, Volume One",Mary Oliver,dataset\adjusted_dataset\Science-Geography\0000130.jpg,"[[[42, 252], [466, 252], [466, 459], [42, 459]]]","[""nety andj selected poems iox u fl 0r \""""]"
Dr. Gundry's Diet Evolution,Dr Steven R Gundry,dataset\adjusted_dataset\Science-Geography\0000131.jpg,[],[]
Quantum Mechanics: The Theoretical Minimum,Leonard Susskind,dataset\adjusted_dataset\Science-Geography\0000132.jpg,"[[[129, 180], [385, 180], [385, 310], [129, 310]]]","[""quantum mechanics the theoretilal nvinimum""]"
Collapse,Jared Diamond,dataset\adjusted_dataset\Science-Geography\0000133.jpg,"[[[29, 8], [512, 8], [512, 233], [29, 233]]]","[""diaai8nd collapse""]"
Turning Pro,Steven Pressfield,dataset\adjusted_dataset\Science-Geography\0000134.jpg,[],[]
Who Rules the World?,Noam Chomsky,dataset\adjusted_dataset\Science-Geography\0000135.jpg,[],[]
A Short History of Nearly Everything,Bill Bryson,dataset\adjusted_dataset\Science-Geography\0000136.jpg,"[[[16, 4], [500, 4], [500, 245], [16, 245]]]","[""bill brysoh j short histort of zent evertthing jcmhlt #gcrindin0""]"
Food Of The Gods,Terence McKenna,dataset\adjusted_dataset\Science-Geography\0000137.jpg,"[[[69, 132], [471, 132], [471, 313], [69, 313]]]","[""food oi thn gods""]"
How Not to Be Wrong,Jordan Ellenberg,dataset\adjusted_dataset\Science-Geography\0000138.jpg,"[[[10, 42], [486, 42], [486, 184], [10, 184]]]","[""kon not to be wrong""]"
How To Brew,John Palmer,dataset\adjusted_dataset\Science-Geography\0000139.jpg,"[[[106, 166], [400, 166], [400, 220], [106, 220]]]","[""how to""]"
"Your Body, Your Yoga",Bernie Clark,dataset\adjusted_dataset\Science-Geography\0000140.jpg,"[[[56, 22], [461, 22], [461, 418], [56, 418]]]","[""b8xr you r y ga ff fie clare""]"
Delusions of Gender,Cordelia Fine,dataset\adjusted_dataset\Science-Geography\0000141.jpg,"[[[150, 363], [361, 363], [361, 394], [150, 394]]]","[""the heal science""]"
Metaphors We Live by,George Lakoff,dataset\adjusted_dataset\Science-Geography\0000142.jpg,"[[[26, 179], [487, 179], [487, 248], [26, 248]]]","[""m \u20ac t / p h 0 p 5 ll*e b""]"
The Immortal Life of Henrietta Lacks,Rebecca Skloot,dataset\adjusted_dataset\Science-Geography\0000143.jpg,"[[[94, 82], [430, 82], [430, 302], [94, 302]]]","[""tke immo-al life of henrietta lafi""]"
The Magic of Reality,Richard Dawkins,dataset\adjusted_dataset\Science-Geography\0000144.jpg,"[[[19, 219], [501, 219], [501, 446], [19, 446]]]","[""magic of fceality nor je kuox #pinlrue""]"
Invisible Women,Caroline Criado Perez,dataset\adjusted_dataset\Science-Geography\0000145.jpg,[],[]
Sapiens,Yuval Noah Harari,dataset\adjusted_dataset\Science-Geography\0000146.jpg,[],[]
The Art of Statistics,David Spiegelhalter,dataset\adjusted_dataset\Science-Geography\0000147.jpg,"[[[33, 41], [417, 41], [417, 135], [33, 135]]]","[""the atof stotistics leamningtom dota dovid spiegelholter""]"
Dirty Genes,Ben Lynch,dataset\adjusted_dataset\Science-Geography\0000148.jpg,"[[[64, 92], [450, 92], [450, 129], [64, 129]]]","[""dr ben lynch""]"
Genius Foods,Max Lugavere,dataset\adjusted_dataset\Science-Geography\0000149.jpg,"[[[56, 34], [460, 34], [460, 148], [56, 148]]]","[""g e n| u $ f 0 0 d 5""]"
The Age of Surveillance Capitalism,Shoshana Zuboff,dataset\adjusted_dataset\Science-Geography\0000150.jpg,"[[[57, 103], [457, 103], [457, 181], [57, 181]]]","[""swrveillance capitalisa""]"
"Good Calories, Bad Calories",Gary Taubes,dataset\adjusted_dataset\Science-Geography\0000151.jpg,"[[[64, 126], [492, 126], [492, 180], [64, 180]]]","[""calories""]"
The Blind Watchmaker,Richard Dawkins,dataset\adjusted_dataset\Science-Geography\0000152.jpg,"[[[63, 337], [416, 337], [416, 392], [63, 392]]]","[""the blind""]"
The Continuum Concept,Jean Liedloff,dataset\adjusted_dataset\Science-Geography\0000153.jpg,"[[[130, 128], [377, 128], [377, 192], [130, 192]]]","[""continuum concett""]"
Theatre of the World,Thomas Reinertsen Berg,dataset\adjusted_dataset\Science-Geography\0000154.jpg,[],[]
Mycelium Running,Paul Stamets,dataset\adjusted_dataset\Science-Geography\0000155.jpg,"[[[25, 17], [489, 17], [489, 215], [25, 215]]]","[""mycelium running huw musbruoms can help save iee wiorld""]"
The Elements,Nick Mann,dataset\adjusted_dataset\Science-Geography\0000156.jpg,"[[[25, 201], [503, 201], [503, 453], [25, 453]]]","[""eelements ke wnoicacy""]"
See Inside Maths,Minna Lacey,dataset\adjusted_dataset\Science-Geography\0000157.jpg,"[[[104, 74], [428, 74], [428, 150], [104, 150]]]","[""maths""]"
Moonwalking with Einstein,Joshua Foer,dataset\adjusted_dataset\Science-Geography\0000158.jpg,"[[[5, 33], [512, 33], [512, 311], [5, 311]]]","[""joshua foer aemcaocrtn c#cattmng bgcnte moonwalking with einstein""]"
Mindsight,Daniel Siegel,dataset\adjusted_dataset\Science-Geography\0000159.jpg,[],[]
The Origin of Species,Charles Darwin,dataset\adjusted_dataset\Science-Geography\0000160.jpg,"[[[45, 55], [471, 55], [471, 152], [45, 152]]]","[""darwin theorgl ofspecie""]"
Safari,Dan Kainen,dataset\adjusted_dataset\Science-Geography\0000161.jpg,"[[[40, 50], [474, 50], [474, 172], [40, 172]]]","[""safari""]"
The Shallows,Nicholas Carr,dataset\adjusted_dataset\Science-Geography\0000162.jpg,[],[]
Oxford IB Study Guides: Biology for the IB Diploma,Andrew Allott,dataset\adjusted_dataset\Science-Geography\0000163.jpg,[],[]
