name,author,img_paths,bounding_boxes,text
The Immortal Life of Henrietta Lacks,Rebecca Skloot,dataset\adjusted_dataset\Medical\0000029.jpg,"[[[159, 74], [506, 74], [506, 349], [159, 349]]]","[""inmortal life qf henrjeiia lacks""]"
The Complete Guide to Asperger's Syndrome,Tony Attwood,dataset\adjusted_dataset\Medical\0000030.jpg,"[[[17, 32], [497, 32], [497, 185], [17, 185]]]","[""thecomplete gguidle 10 aspergers syndrome""]"
The Checklist Manifesto,Atul Gawande,dataset\adjusted_dataset\Medical\0000031.jpg,"[[[45, 88], [470, 88], [470, 483], [45, 483]]]","[""the j atul gawande""]"
Do No Harm,Henry Marsh,dataset\adjusted_dataset\Medical\0000032.jpg,[],[]
The Anatomy Coloring Book,Wynn Kapit,dataset\adjusted_dataset\Medical\0000033.jpg,"[[[35, 25], [443, 25], [443, 128], [35, 128]]]","[""anatomy ccloring book #w\"" ljitvmozt""]"
The Plant Paradox,Steven R. Gundry,dataset\adjusted_dataset\Medical\0000034.jpg,"[[[45, 31], [472, 31], [472, 135], [45, 135]]]","[""pl  n t pa r a d o*""]"
Wreck This Journal Everywhere,Keri Smith,dataset\adjusted_dataset\Medical\0000035.jpg,"[[[162, 95], [439, 95], [439, 336], [162, 336]]]","[""wreck this journal eve rywxeri""]"
How to Change Your Mind,Michael Pollan,dataset\adjusted_dataset\Medical\0000036.jpg,[],[]
Raising an Emotionally Intelligent Child,John Gottman,dataset\adjusted_dataset\Medical\0000037.jpg,[],[]
Allen Carr's Easy Way to Stop Smoking,Allen Carr,dataset\adjusted_dataset\Medical\0000038.jpg,"[[[3, 64], [508, 64], [508, 475], [3, 475]]]","[""allen carr s easy wayto stop smoking xno it\"" ane voc thim btk euteta yrars""]"
The Mindful Way through Depression,J. Mark G. Williams,dataset\adjusted_dataset\Medical\0000039.jpg,"[[[46, 75], [472, 75], [472, 301], [46, 301]]]","[""mindful way chrough depression 040 el lm f 4o7 gwa7kig 4fef !""]"
Call The Midwife,Jennifer Worth,dataset\adjusted_dataset\Medical\0000040.jpg,"[[[36, 328], [477, 328], [477, 498], [36, 498]]]","[""gill-he miduife  e 4nife r w 0a / h""]"
The Dialectical Behavior Therapy Skills Workbook,Matthew McKay,dataset\adjusted_dataset\Medical\0000041.jpg,"[[[90, 87], [429, 87], [429, 319], [90, 319]]]","[""the dialectical behavior therapy skills workhook htitofiteta lennea \""lek entnnaal s""]"
The Reality Slap,Russ Harris,dataset\adjusted_dataset\Medical\0000042.jpg,[],[]
"The Boy Who Was Raised as a Dog, 3rd Edition",Bruce D. Perry,dataset\adjusted_dataset\Medical\0000043.jpg,"[[[85, 93], [435, 93], [435, 293], [85, 293]]]","[""the boy who was raised as a dog""]"
Strength Training Anatomy,Frederic Delavier,dataset\adjusted_dataset\Medical\0000044.jpg,"[[[31, 25], [483, 25], [483, 171], [31, 171]]]","[""strength training anatomy""]"
The Brain That Changes Itself,Norman Doidge,dataset\adjusted_dataset\Medical\0000045.jpg,"[[[29, 86], [483, 86], [483, 472], [29, 472]]]","[""the b r rin that changes itself esdir_trratrinerk fr3 wlovmier& urjin eei=ue= ncrmandoidce md""]"
Lost Ocean,Johanna Basford,dataset\adjusted_dataset\Medical\0000046.jpg,"[[[101, 208], [410, 208], [410, 359], [101, 359]]]","[""lost ocean""]"
Mating in Captivity,Esther Perel,dataset\adjusted_dataset\Medical\0000047.jpg,"[[[27, 179], [483, 179], [483, 276], [27, 276]]]","[""mating in captivity""]"
This is Going to Hurt,Adam Kay,dataset\adjusted_dataset\Medical\0000048.jpg,"[[[17, 45], [350, 45], [350, 482], [17, 482]]]","[""this is goi 48 to hurt 600tt n adam ha""]"
You Are the Placebo,Joe Dispenza,dataset\adjusted_dataset\Medical\0000049.jpg,"[[[58, 0], [452, 0], [452, 94], [58, 94]]]","[""yod are the placebo nito yotrmtd ncllet""]"
Radical Acceptance,Tara Brach,dataset\adjusted_dataset\Medical\0000050.jpg,"[[[123, 44], [386, 44], [386, 88], [123, 88]]]","[""radic""]"
Awakenings,Oliver Sacks,dataset\adjusted_dataset\Medical\0000051.jpg,"[[[9, 285], [507, 285], [507, 395], [9, 395]]]","[""oliver sackts awakenings""]"
Unnatural Causes,Dr Richard Shepherd,dataset\adjusted_dataset\Medical\0000052.jpg,"[[[26, 165], [493, 165], [493, 217], [26, 217]]]","[""unnatural""]"
Oxford Handbook of Clinical Medicine,Ian B. Wilkinson,dataset\adjusted_dataset\Medical\0000053.jpg,"[[[34, 94], [351, 94], [351, 181], [34, 181]]]","[""olndaindcc d clinical medicine""]"
"DBT Skills Training Manual, Second Edition",Marsha M. Linehan,dataset\adjusted_dataset\Medical\0000054.jpg,"[[[87, 132], [406, 132], [406, 363], [87, 363]]]","[""dbt skills training manual""]"
All Cats Have Asperger Syndrome,Kathy Hoopmann,dataset\adjusted_dataset\Medical\0000055.jpg,"[[[11, 181], [364, 181], [364, 355], [11, 355]]]","[""all cats have asperger syndfome""]"
Becoming Supernatural,Joe Dispenza,dataset\adjusted_dataset\Medical\0000056.jpg,"[[[39, 61], [470, 61], [470, 97], [39, 97]]]","[""supernatural""]"
Anatomy Trains,Thomas W. Myers,dataset\adjusted_dataset\Medical\0000057.jpg,"[[[102, 346], [236, 346], [236, 396], [102, 396]]]","[""anatr y""]"
Hallucinations,Oliver Sacks,dataset\adjusted_dataset\Medical\0000058.jpg,"[[[9, 285], [507, 285], [507, 387], [9, 387]]]","[""oliver sacks hallucifalidna""]"
Loving What Is,Byron Katie,dataset\adjusted_dataset\Medical\0000059.jpg,"[[[15, 288], [489, 288], [489, 498], [15, 498]]]","[""loving whal is couoleg-innt jiriche trn knli""]"
An Introductory Guide to Anatomy & Physiology,Louise Tucker,dataset\adjusted_dataset\Medical\0000060.jpg,"[[[32, 27], [372, 27], [372, 156], [32, 156]]]","[""anktojusct sucl1o anatomy &physiology""]"
The Body Keeps the Score,Bessel van der Kolk,dataset\adjusted_dataset\Medical\0000061.jpg,"[[[28, 62], [496, 62], [496, 189], [28, 189]]]","[""tae bodt keeps the scdre \""ran mrdindbboy lki 48ilit untrionm""]"
The Muscular System Anatomical Chart,Anatomical Chart Company,dataset\adjusted_dataset\Medical\0000062.jpg,"[[[62, 0], [434, 0], [434, 22], [62, 22]]]","[""tve mugculat gysth""]"
Rewire Your Anxious Brain,Catherine M. Pittman,dataset\adjusted_dataset\Medical\0000063.jpg,[],[]
Shadows Of The Workhouse,Jennifer Worth,dataset\adjusted_dataset\Medical\0000064.jpg,"[[[19, 0], [492, 0], [492, 174], [19, 174]]]","[""shidons of the workhouse jenntren w0n t h""]"
Call The Midwife,Jennifer Worth,dataset\adjusted_dataset\Medical\0000065.jpg,"[[[11, 111], [496, 111], [496, 179], [11, 179]]]","[""call the midwife t7le #d72 @or ejntre 15c0""]"
The Emperor of All Maladies,Siddhartha Mukherjee,dataset\adjusted_dataset\Medical\0000066.jpg,"[[[27, 59], [479, 59], [479, 190], [27, 190]]]","[""tbe emperor & almlaladies fictrpsorcint""]"
Complications,Atul Gawande,dataset\adjusted_dataset\Medical\0000067.jpg,"[[[51, 144], [469, 144], [469, 317], [51, 317]]]","[""gawande #lw complications""]"
Brain Maker,David Perlmutter,dataset\adjusted_dataset\Medical\0000068.jpg,"[[[26, 452], [494, 452], [494, 480], [26, 480]]]","[""dr david perlnutter""]"
The Gift of Therapy,Irvin Yalom,dataset\adjusted_dataset\Medical\0000069.jpg,"[[[34, 10], [481, 10], [481, 189], [34, 189]]]","[""the gift of therapy u0id \""itdi-ifiteen-_ lcucditgue 715p9jutltr pjliont""]"
Change Your Thinking,Dr. Sarah Edelman,dataset\adjusted_dataset\Medical\0000070.jpg,[],[]
You Can Heal Your Life,Louise Hay,dataset\adjusted_dataset\Medical\0000071.jpg,"[[[27, 78], [491, 78], [491, 279], [27, 279]]]","[""ven cr kezl mvnv life""]"
Gratitude,Oliver Sacks,dataset\adjusted_dataset\Medical\0000072.jpg,"[[[55, 65], [461, 65], [461, 133], [55, 133]]]","[""gratitude""]"
"DBT (R) Skills Training Handouts and Worksheets, Second Edition",Marsha M. Linehan,dataset\adjusted_dataset\Medical\0000073.jpg,"[[[98, 131], [358, 131], [358, 346], [98, 346]]]","[""dbt skills training handouts and worksheets""]"
Man's Search for Meaning,Viktor E. Frankl,dataset\adjusted_dataset\Medical\0000074.jpg,"[[[52, 26], [461, 26], [461, 325], [52, 325]]]","[""man 5 searchi for meantng viktor e . frankl""]"
Don't Shoot the Dog!,Karen Pryor,dataset\adjusted_dataset\Medical\0000075.jpg,[],[]
The Mindful Self-Compassion Workbook,Kristin Neff,dataset\adjusted_dataset\Medical\0000076.jpg,"[[[30, 104], [484, 104], [484, 319], [30, 319]]]","[""self-compassion workbook 4 fmoth tar jo afciti toueel, poild irr stenattt, 4 tvi""]"
Self Compassion,Kristin Neff,dataset\adjusted_dataset\Medical\0000077.jpg,"[[[182, 76], [343, 76], [343, 141], [182, 141]]]","[""self\""""]"
Trail Guide to the Body,R.  Andrew Biel,dataset\adjusted_dataset\Medical\0000078.jpg,"[[[43, 18], [502, 18], [502, 148], [43, 148]]]","[""trail guide to the body""]"
The Man Who Mistook His Wife for a Hat,Oliver Sacks,dataset\adjusted_dataset\Medical\0000079.jpg,[],[]
Hands Of Light,Barbara Ann Brennan,dataset\adjusted_dataset\Medical\0000080.jpg,"[[[44, 23], [481, 23], [481, 222], [44, 222]]]","[""hands of light anudm frluu} tintauk jt} ontan erre fukl""]"
The Drama of the Gifted Child,Alice Miller,dataset\adjusted_dataset\Medical\0000081.jpg,"[[[23, 119], [486, 119], [486, 301], [23, 301]]]","[""the drama of tite gifted child te 54enanth u hm nt %_ i0""]"
Taking Charge of Your Fertility,Toni Weschler,dataset\adjusted_dataset\Medical\0000082.jpg,[],[]
When Breath Becomes Air,Paul Kalanithi,dataset\adjusted_dataset\Medical\0000083.jpg,"[[[33, 193], [481, 193], [481, 496], [33, 496]]]","[""when breath becomes pauldalanthi air""]"
It Didn't Start with You,Mark Wolynn,dataset\adjusted_dataset\Medical\0000084.jpg,"[[[109, 38], [413, 38], [413, 173], [109, 173]]]","[""it didnt start with you""]"
Trauma and Recovery,Judith Herman,dataset\adjusted_dataset\Medical\0000085.jpg,"[[[45, 74], [460, 74], [460, 174], [45, 174]]]","[""trauma and recovery""]"
Love's Executioner,Irvin D. Yalom,dataset\adjusted_dataset\Medical\0000086.jpg,"[[[58, 0], [477, 0], [477, 62], [58, 62]]]","[""luves execulioner omlerbleztorolrf:""]"
The Complete Ketogenic Diet for Beginners,Amy Ramos,dataset\adjusted_dataset\Medical\0000087.jpg,"[[[178, 122], [474, 122], [474, 365], [178, 365]]]","[""complete ketogemic diet for beginners maranlal dulde e kar elatiy amyiimor""]"
The Compassionate Mind,Paul Gilbert,dataset\adjusted_dataset\Medical\0000088.jpg,"[[[17, 233], [483, 233], [483, 402], [17, 402]]]","[""compassionate mind""]"
I Had a Black Dog,Matthew Johnstone,dataset\adjusted_dataset\Medical\0000089.jpg,"[[[71, 64], [459, 64], [459, 109], [71, 109]]]","[""hadablack dug""]"
The End of Alzheimer's,Dale E. Bredesen,dataset\adjusted_dataset\Medical\0000090.jpg,"[[[30, 53], [486, 53], [486, 185], [30, 185]]]","[""the end ol alzheimer 5""]"
The Secret Language of Color Cards,Inna Segal,dataset\adjusted_dataset\Medical\0000091.jpg,"[[[28, 44], [472, 44], [472, 299], [28, 299]]]","[""tsecre langijage color fards""]"
The China Study: Revised and Expanded Edition,T. Colin Campbell,dataset\adjusted_dataset\Medical\0000092.jpg,"[[[42, 150], [468, 150], [468, 417], [42, 417]]]","[""china study agvisdind [labidtdtiog ceundteci utritan litr ddurud""]"
Immortal Life of Henrietta Lacks,Rebecca Skloot,dataset\adjusted_dataset\Medical\0000093.jpg,[],[]
"Cognitive Behavior Therapy, Second Edition",Judith S. Beck,dataset\adjusted_dataset\Medical\0000094.jpg,"[[[66, 76], [450, 76], [450, 292], [66, 292]]]","[""cognitive behavior therapy baslc $ an beyond""]"
Smart but Scattered,Peg Dawson,dataset\adjusted_dataset\Medical\0000095.jpg,[],[]
Better,Atul Gawande,dataset\adjusted_dataset\Medical\0000096.jpg,"[[[73, 256], [456, 256], [456, 320], [73, 320]]]","[""better""]"
The Complete Low-Fodmap Diet,Sue Shepherd,dataset\adjusted_dataset\Medical\0000097.jpg,[],[]
Farewell To The East End,Jennifer Worth,dataset\adjusted_dataset\Medical\0000098.jpg,"[[[24, 0], [488, 0], [488, 158], [24, 158]]]","[""farewvell t tke eaft end tbnntavr w0#t h""]"
The Epigenetics Revolution,Nessa Carey,dataset\adjusted_dataset\Medical\0000099.jpg,"[[[19, 86], [496, 86], [496, 315], [19, 315]]]","[""epigenetics revolution noy modorr buclca? anlan [7ng t 095""]"
Maps of Meaning,Jordan B. Peterson,dataset\adjusted_dataset\Medical\0000100.jpg,"[[[263, 441], [427, 441], [427, 481], [263, 481]]]","[""pmeasii""]"
A Mind of Your Own,Kelly Brogan,dataset\adjusted_dataset\Medical\0000101.jpg,"[[[75, 76], [448, 76], [448, 294], [75, 294]]]","[""a mind of your qwn""]"
The Gene,Siddhartha Mukherjee,dataset\adjusted_dataset\Medical\0000102.jpg,"[[[182, 63], [494, 63], [494, 190], [182, 190]]]","[""the gene anintirxtckstort""]"
"Many Lives, Many Masters",Brian L. Weiss,dataset\adjusted_dataset\Medical\0000103.jpg,[],[]
Musicophilia,Oliver Sacks,dataset\adjusted_dataset\Medical\0000104.jpg,"[[[12, 288], [506, 288], [506, 396], [12, 396]]]","[""oliver sucl musicophilia""]"
The How Not To Die Cookbook,Michael Greger,dataset\adjusted_dataset\Medical\0000105.jpg,"[[[124, 138], [394, 138], [394, 475], [124, 475]]]","[""not t0 je gookkook wmuelckee 4d mnn""]"
"Breaking the vicious cycle, Intestinal health through diet",Elaine Gottscha,dataset\adjusted_dataset\Medical\0000106.jpg,"[[[28, 52], [486, 52], [486, 164], [28, 164]]]","[""breaking evciows cycle""]"
Highly Sensitive Child,Elaine N. Aron,dataset\adjusted_dataset\Medical\0000107.jpg,"[[[135, 239], [498, 239], [498, 452], [135, 452]]]","[""the otrem highly sensitive child""]"
The 4 Pillar Plan,Dr. Rangan Chatterjee,dataset\adjusted_dataset\Medical\0000108.jpg,[],[]
Into the Magic Shop,Dr. James R. Doty,dataset\adjusted_dataset\Medical\0000109.jpg,"[[[116, 130], [394, 130], [394, 230], [116, 230]]]","[""magic shop""]"
Schema Therapy,Jeffrey E. Young,dataset\adjusted_dataset\Medical\0000110.jpg,"[[[0, 95], [491, 95], [491, 275], [0, 275]]]","[""sch iema therabx hamamd""]"
The Body Remembers,Babette Rothschild,dataset\adjusted_dataset\Medical\0000111.jpg,[],[]
The Undiscovered Self,C G Jung,dataset\adjusted_dataset\Medical\0000112.jpg,"[[[26, 381], [490, 381], [490, 465], [26, 465]]]","[""tme wnoiscoven @ 6elf c (3 jung""]"
Desk Reference to the Diagnostic Criteria from DSM-5,American Psychiatric Association,dataset\adjusted_dataset\Medical\0000113.jpg,"[[[62, 118], [452, 118], [452, 234], [62, 234]]]","[""diagnostic criteria faiha dsm-5""]"
When My Worries Get Too Big!,Kari Dunn Buron,dataset\adjusted_dataset\Medical\0000114.jpg,"[[[34, 4], [479, 4], [479, 140], [34, 140]]]","[""when mv worrles gettoo blgl 4rcloxollon boolforchdrtn whslie wuh anxety""]"
"Mind Over Mood, Second Edition",Dennis Greenberger,dataset\adjusted_dataset\Medical\0000115.jpg,[],[]
ACT Made Simple,Russ Harris,dataset\adjusted_dataset\Medical\0000116.jpg,"[[[19, 0], [435, 0], [435, 234], [19, 234]]]","[""m[j i-pjmtr mlujnttjur m act made simple""]"
Dibs in Search of Self,Virginia M. Axline,dataset\adjusted_dataset\Medical\0000117.jpg,"[[[39, 83], [465, 83], [465, 206], [39, 206]]]","[""in search cf self vwmmkt""]"
We Should All Be Feminists,Chimamanda Ngozi Adichie,dataset\adjusted_dataset\Medical\0000118.jpg,"[[[14, 23], [504, 23], [504, 484], [14, 484]]]","[""chimamanda ngozi adichie we should all be feminists""]"
The Heal Your Gut Cookbook,Hillary Boynton,dataset\adjusted_dataset\Medical\0000119.jpg,[],[]
On Becoming a Person,Carl Rogers,dataset\adjusted_dataset\Medical\0000120.jpg,"[[[217, 237], [479, 237], [479, 387], [217, 387]]]","[""w becuminc j person""]"
"Ayurveda, the Science of Self-healing: A Practical Guide",Vasant Lad,dataset\adjusted_dataset\Medical\0000121.jpg,"[[[40, 19], [494, 19], [494, 142], [40, 142]]]","[""ayurieda te secre gech-heallng tutnuu [.""]"
The Mindful Path to Self-Compassion,Christopher Germer,dataset\adjusted_dataset\Medical\0000122.jpg,"[[[33, 54], [467, 54], [467, 293], [33, 293]]]","[""lhe mindful path co selt compassion ttrt w""]"
Mindsight,Daniel J Siegel,dataset\adjusted_dataset\Medical\0000123.jpg,[],[]
With the Old Breed,E B Sledge,dataset\adjusted_dataset\Medical\0000124.jpg,"[[[53, 13], [459, 13], [459, 145], [53, 145]]]","[""mem norilies bestseller wihthe oldbreed""]"
Get Out of Your Mind and into Your Life,Steven C. Hayes,dataset\adjusted_dataset\Medical\0000125.jpg,[],[]
Sweet Poison,David Gillespie,dataset\adjusted_dataset\Medical\0000126.jpg,[],[]
When the Body Says No,Gabor Mate,dataset\adjusted_dataset\Medical\0000127.jpg,"[[[114, 76], [403, 76], [403, 400], [114, 400]]]","[""when the body says n exploringihe stressdisease connection""]"
Listening to the Animals: Becoming The Supervet,Noel Fitzpatrick,dataset\adjusted_dataset\Medical\0000128.jpg,"[[[24, 68], [485, 68], [485, 257], [24, 257]]]","[""fitzpatrick fecoming the supervet lstun~$ 1 0 acta4 &""]"
Dmt : the Spririt Molecule,Rick Strassman M D,dataset\adjusted_dataset\Medical\0000129.jpg,"[[[39, 10], [467, 10], [467, 162], [39, 162]]]","[""dmt tr spirit molecule""]"
Art Therapy Sourcebook,Cathy Malchiodi,dataset\adjusted_dataset\Medical\0000130.jpg,"[[[13, 96], [503, 96], [503, 307], [13, 307]]]","[""art therapy sourcebo k""]"
The Skeletal System Anatomical Chart,Anatomical Chart Company,dataset\adjusted_dataset\Medical\0000131.jpg,"[[[68, 0], [448, 0], [448, 22], [68, 22]]]","[""the seelei sistem""]"
Intuitive Eating,Evelyn Tribole,dataset\adjusted_dataset\Medical\0000132.jpg,[],[]
Spiritual Midwifery,Ina May Gaskin,dataset\adjusted_dataset\Medical\0000133.jpg,"[[[142, 139], [373, 139], [373, 225], [142, 225]]]","[""enricual (idwifera""]"
Marshall & Ruedy's On Call: Principles & Protocols,Anthony F. T. Brown,dataset\adjusted_dataset\Medical\0000134.jpg,"[[[0, 193], [477, 193], [477, 333], [0, 333]]]","[""on call ptincipifs & polorols fte""]"
Anatomy of Movement,Blandine Calais-Germain,dataset\adjusted_dataset\Medical\0000135.jpg,"[[[118, 108], [410, 108], [410, 193], [118, 193]]]","[""movement fo""]"
Civilization and Its Discontents,Sigmund Freud,dataset\adjusted_dataset\Medical\0000136.jpg,[],[]
Get into Medical School - 1250 UKCAT Practice Questions. Includes Full Mock Exam,Olivier Picard,dataset\adjusted_dataset\Medical\0000137.jpg,"[[[40, 52], [476, 52], [476, 389], [40, 389]]]","[""medical school 1250 ukcat practice questions includer full mock exam fti veca jica 467 l= l0oic4cnecl d 0ur""]"
The Gift Of Therapy,Irvin D. Yalom,dataset\adjusted_dataset\Medical\0000138.jpg,"[[[20, 232], [503, 232], [503, 434], [20, 434]]]","[""the gift of therapy kntntn intct matirsttienn uurtr und aiirtalcui""]"
Mary Sheridan's From Birth to Five Years: Children's Developmental Progress,Ajay Sharma,dataset\adjusted_dataset\Medical\0000139.jpg,"[[[21, 117], [179, 117], [179, 291], [21, 291]]]","[""from birth to five tears""]"
Brain Rules (Updated and Expanded),John Medina,dataset\adjusted_dataset\Medical\0000140.jpg,"[[[103, 157], [421, 157], [421, 343], [103, 343]]]","[""brain rules""]"
Food Rules,Michael Pollan,dataset\adjusted_dataset\Medical\0000141.jpg,"[[[184, 15], [491, 15], [491, 211], [184, 211]]]","[""micfael pollav food rules atr ]8 fedd""]"
Nutrient Power,William J. Walsh,dataset\adjusted_dataset\Medical\0000142.jpg,"[[[40, 94], [466, 94], [466, 202], [40, 202]]]","[""nutrient power heaycur biochemstry andhealtour brain""]"
Wheat Belly,William Davis,dataset\adjusted_dataset\Medical\0000143.jpg,"[[[51, 290], [474, 290], [474, 500], [51, 500]]]","[""wheat belly ileiam dayis 4d""]"
"Motivational Interviewing, Third Edition",William R. Miller,dataset\adjusted_dataset\Medical\0000144.jpg,"[[[76, 64], [440, 64], [440, 238], [76, 238]]]","[""mitivatiinal inteaviewine wp ropt ojunt""]"
An Anthropologist on Mars,Oliver Sacks,dataset\adjusted_dataset\Medical\0000145.jpg,"[[[6, 283], [506, 283], [506, 445], [6, 445]]]","[""oliver saeks ki alchropclogiet orl kirs""]"
Girls Only! All About Periods and Growing-Up Stuff,Victoria Parker,dataset\adjusted_dataset\Medical\0000146.jpg,"[[[0, 57], [512, 57], [512, 507], [0, 507]]]","[""gtrls qhlyi tettrowu""]"
How to Eat Better,James Wong,dataset\adjusted_dataset\Medical\0000147.jpg,"[[[29, 0], [483, 0], [483, 61], [29, 61]]]","[""james wong how to eat better""]"
Hashimoto's Protocol,Izabella Wentz,dataset\adjusted_dataset\Medical\0000148.jpg,[],[]
Talley and O'Connor's Clinical Examination - 2-Volume Set,Professor Nicholas J. Talley,dataset\adjusted_dataset\Medical\0000149.jpg,[],[]
The Wahls Protocol,Terry Wahls,dataset\adjusted_dataset\Medical\0000150.jpg,"[[[31, 416], [489, 416], [489, 459], [31, 459]]]","[""terry wahls md""]"
The How Not To Die Cookbook,Michael Greger,dataset\adjusted_dataset\Medical\0000151.jpg,"[[[155, 270], [451, 270], [451, 441], [155, 441]]]","[""die coorrook ari \""c  nu""]"
Pilates Anatomy,Rael Isacowitz,dataset\adjusted_dataset\Medical\0000152.jpg,"[[[26, 30], [377, 30], [377, 171], [26, 171]]]","[""pilates anatomy jat""]"
Quiet the Mind,Matthew Johnstone,dataset\adjusted_dataset\Medical\0000153.jpg,"[[[235, 39], [339, 39], [339, 83], [235, 83]]]","[""hind""]"
"Your Body, Your Yoga",Bernie Clark,dataset\adjusted_dataset\Medical\0000154.jpg,"[[[56, 22], [461, 22], [461, 418], [56, 418]]]","[""b8xr you r y ga ff fie clare""]"
"Medical Interviews - a Comprehensive Guide to Ct, St and Registrar Interview Skills",Olivier Picard,dataset\adjusted_dataset\Medical\0000155.jpg,"[[[38, 99], [474, 99], [474, 128], [38, 128]]]","[""ci.st & roglstrar intarutbvj skils""]"
