image,name,author,format,book_depository_stars,price,currency,old_price,isbn,category,img_paths
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5098/9781509852505.jpg,How Not To Die,Michael Greger,Paperback,4.5,10.33,$,12.4,9781509852505,Medical,dataset/Medical/0000021.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7803/9781780338378.jpg,The Whole-Brain Child,Tina Payne Bryson,Paperback,4.0,11.23,$,17.0,9781780338378,Medical,dataset/Medical/0000022.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0919/9780091922146.jpg,Birth Skills,Juju Sundin,Paperback,4.0,17.03,$,21.1,9780091922146,Medical,dataset/Medical/0000023.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8904/9780890425558.jpg,Diagnostic and Statistical Manual of Mental Disorders (DSM-5),American Psychiatric Association,Paperback,4.0,95.94,$,144.5,9780890425558,Medical,dataset/Medical/0000024.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4019/9781401957650.jpg,Medical Medium Celery Juice,Anthony William,Hardback,4.0,14.01,$,18.0,9781401957650,Medical,dataset/Medical/0000025.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2412/9780241250990.jpg,The Book You Wish Your Parents Had Read (and Your Children Will Be Glad That You Did),Philippa Perry,Hardback,4.0,13.03,$,16.0,9780241250990,Medical,dataset/Medical/0000026.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4338/9781433805615.jpg,Publication Manual of the American Psychological Association,American Psychological Association,Paperback,3.5,30.49,$,,9781433805615,Medical,dataset/Medical/0000027.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4516/9781451695199.jpg,Proof of Heaven,Dr. Eben Alexander,Paperback,3.5,13.01,$,17.0,9781451695199,Medical,dataset/Medical/0000028.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3305/9780330533447.jpg,The Immortal Life of Henrietta Lacks,Rebecca Skloot,Paperback,4.0,8.48,$,12.9,9780330533447,Medical,dataset/Medical/0000029.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8431/9781843106692.jpg,The Complete Guide to Asperger's Syndrome,Tony Attwood,Paperback,4.0,20.08,$,24.0,9781843106692,Medical,dataset/Medical/0000030.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8466/9781846683145.jpg,The Checklist Manifesto,Atul Gawande,Paperback,4.0,9.04,$,12.9,9781846683145,Medical,dataset/Medical/0000031.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7802/9781780225920.jpg,Do No Harm,Henry Marsh,Paperback,4.0,8.0,$,11.4,9781780225920,Medical,dataset/Medical/0000032.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3218/9780321832016.jpg,The Anatomy Coloring Book,Wynn Kapit,Paperback,4.0,24.25,$,26.0,9780321832016,Medical,dataset/Medical/0000033.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0624/9780062427137.jpg,The Plant Paradox,Steven R. Gundry,Hardback,3.5,16.53,$,29.9,9780062427137,Medical,dataset/Medical/0000034.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8461/9781846148583.jpg,Wreck This Journal Everywhere,Keri Smith,Paperback,4.0,5.83,$,7.8,9781846148583,Medical,dataset/Medical/0000035.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1419/9780141985138.jpg,How to Change Your Mind,Michael Pollan,Paperback,4.5,10.28,$,12.4,9780141985138,Medical,dataset/Medical/0000036.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6848/9780684838656.jpg,Raising an Emotionally Intelligent Child,John Gottman,Paperback,4.0,11.21,$,17.0,9780684838656,Medical,dataset/Medical/0000037.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4059/9781405923316.jpg,Allen Carr's Easy Way to Stop Smoking,Allen Carr,Paperback,4.5,9.53,$,12.4,9781405923316,Medical,dataset/Medical/0000038.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5938/9781593851286.jpg,The Mindful Way through Depression,J. Mark G. Williams,Paperback,4.0,17.54,$,21.1,9781593851286,Medical,dataset/Medical/0000039.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7538/9780753823835.jpg,Call The Midwife,Jennifer Worth,Paperback,4.0,7.9,$,11.4,9780753823835,Medical,dataset/Medical/0000040.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5722/9781572245136.jpg,The Dialectical Behavior Therapy Skills Workbook,Matthew McKay,Paperback,4.0,15.49,$,26.3,9781572245136,Medical,dataset/Medical/0000041.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7803/9781780332024.jpg,The Reality Slap,Russ Harris,Paperback,4.0,7.82,$,12.4,9781780332024,Medical,dataset/Medical/0000042.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4650/9780465094455.jpg,"The Boy Who Was Raised as a Dog, 3rd Edition",Bruce D. Perry,Paperback,4.5,13.64,$,17.0,9780465094455,Medical,dataset/Medical/0000043.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7360/9780736092265.jpg,Strength Training Anatomy,Frederic Delavier,Paperback,4.5,13.83,$,13.99,9780736092265,Medical,dataset/Medical/0000044.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1431/9780143113102.jpg,The Brain That Changes Itself,Norman Doidge,Paperback,4.0,15.22,$,18.0,9780143113102,Medical,dataset/Medical/0000045.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7535/9780753557150.jpg,Lost Ocean,Johanna Basford,Paperback,4.5,12.39,$,,9780753557150,Medical,dataset/Medical/0000046.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0607/9780060753641.jpg,Mating in Captivity,Esther Perel,Paperback,4.0,12.37,$,16.0,9780060753641,Medical,dataset/Medical/0000047.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5098/9781509858613.jpg,This is Going to Hurt,Adam Kay,Hardback,4.5,12.81,$,21.1,9781509858613,Medical,dataset/Medical/0000048.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7818/9781781802571.jpg,You Are the Placebo,Joe Dispenza,Paperback,4.5,14.4,$,17.0,9781781802571,Medical,dataset/Medical/0000049.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5533/9780553380996.jpg,Radical Acceptance,Tara Brach,Paperback,4.0,13.88,$,17.0,9780553380996,Medical,dataset/Medical/0000050.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3305/9780330523677.jpg,Awakenings,Oliver Sacks,Paperback,4.0,6.03,$,13.9,9780330523677,Medical,dataset/Medical/0000051.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4059/9781405923538.jpg,Unnatural Causes,Dr Richard Shepherd,Paperback,4.5,9.45,$,11.4,9781405923538,Medical,dataset/Medical/0000052.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1996/9780199689903.jpg,Oxford Handbook of Clinical Medicine,Ian B. Wilkinson,Paperback,4.5,36.98,$,40.7,9780199689903,Medical,dataset/Medical/0000053.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4625/9781462516995.jpg,"DBT Skills Training Manual, Second Edition",Marsha M. Linehan,Paperback,4.5,41.39,$,49.0,9781462516995,Medical,dataset/Medical/0000054.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8431/9781843104810.jpg,All Cats Have Asperger Syndrome,Kathy Hoopmann,Hardback,4.0,13.66,$,,9781843104810,Medical,dataset/Medical/0000055.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4019/9781401953119.jpg,Becoming Supernatural,Joe Dispenza,Paperback,4.5,17.8,$,20.1,9781401953119,Medical,dataset/Medical/0000056.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7020/9780702046544.jpg,Anatomy Trains,Thomas W. Myers,Paperback,4.5,51.23,$,59.0,9780702046544,Medical,dataset/Medical/0000057.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4472/9781447208266.jpg,Hallucinations,Oliver Sacks,Paperback,4.0,5.66,$,12.9,9781447208266,Medical,dataset/Medical/0000058.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4000/9781400045372.jpg,Loving What Is,Byron Katie,Paperback,4.0,13.71,$,21.1,9781400045372,Medical,dataset/Medical/0000059.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9033/9781903348345.jpg,An Introductory Guide to Anatomy & Physiology,Louise Tucker,Paperback,4.0,23.0,$,,9781903348345,Medical,dataset/Medical/0000060.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1431/9780143127741.jpg,The Body Keeps the Score,Bessel van der Kolk,Paperback,4.5,14.56,$,21.5,9780143127741,Medical,dataset/Medical/0000061.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5877/9781587790362.jpg,The Muscular System Anatomical Chart,Anatomical Chart Company,,4.0,12.37,$,,9781587790362,Medical,dataset/Medical/0000062.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6262/9781626251137.jpg,Rewire Your Anxious Brain,Catherine M. Pittman,Paperback,4.0,10.14,$,16.0,9781626251137,Medical,dataset/Medical/0000063.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7538/9780753825853.jpg,Shadows Of The Workhouse,Jennifer Worth,Paperback,4.0,8.04,$,11.4,9780753825853,Medical,dataset/Medical/0000064.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7538/9780753827871.jpg,Call The Midwife,Jennifer Worth,Paperback,4.0,7.89,$,11.4,9780753827871,Medical,dataset/Medical/0000065.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0072/9780007250929.jpg,The Emperor of All Maladies,Siddhartha Mukherjee,Paperback,4.5,13.44,$,13.9,9780007250929,Medical,dataset/Medical/0000066.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8466/9781846681325.jpg,Complications,Atul Gawande,Paperback,4.5,8.99,$,12.9,9781846681325,Medical,dataset/Medical/0000067.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4736/9781473619357.jpg,Brain Maker,David Perlmutter,Paperback,4.0,13.73,$,21.1,9781473619357,Medical,dataset/Medical/0000068.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0617/9780061719615.jpg,The Gift of Therapy,Irvin Yalom,Paperback,4.5,12.49,$,16.0,9780061719615,Medical,dataset/Medical/0000069.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6009/9781600940521.jpg,Change Your Thinking,Dr. Sarah Edelman,Paperback,4.0,17.29,$,,9781600940521,Medical,dataset/Medical/0000070.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5617/9781561706280.jpg,You Can Heal Your Life,Louise Hay,Paperback,4.0,14.83,$,19.1,9781561706280,Medical,dataset/Medical/0000071.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5098/9781509822805.jpg,Gratitude,Oliver Sacks,Hardback,4.0,7.82,$,12.9,9781509822805,Medical,dataset/Medical/0000072.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5723/9781572307810.jpg,"DBT (R) Skills Training Handouts and Worksheets, Second Edition",Marsha M. Linehan,Paperback,4.5,30.06,$,32.5,9781572307810,Medical,dataset/Medical/0000073.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8070/9780807014271.jpg,Man's Search for Meaning,Viktor E. Frankl,Paperback,4.5,11.97,$,15.0,9780807014271,Medical,dataset/Medical/0000074.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8605/9781860542381.jpg,Don't Shoot the Dog!,Karen Pryor,Paperback,4.5,8.11,$,10.3,9781860542381,Medical,dataset/Medical/0000075.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4625/9781462526789.jpg,The Mindful Self-Compassion Workbook,Kristin Neff,Paperback,4.5,19.04,$,,9781462526789,Medical,dataset/Medical/0000076.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4447/9781444738179.jpg,Self Compassion,Kristin Neff,Paperback,4.0,12.79,$,21.1,9781444738179,Medical,dataset/Medical/0000077.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9829/9780982978658.jpg,Trail Guide to the Body,R.  Andrew Biel,Spiral bound,4.5,71.64,$,,9780982978658,Medical,dataset/Medical/0000078.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4472/9781447275404.jpg,The Man Who Mistook His Wife for a Hat,Oliver Sacks,Paperback,4.0,8.37,$,12.4,9781447275404,Medical,dataset/Medical/0000079.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5533/9780553345391.jpg,Hands Of Light,Barbara Ann Brennan,Paperback,4.5,20.44,$,30.4,9780553345391,Medical,dataset/Medical/0000080.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4650/9780465016907.jpg,The Drama of the Gifted Child,Alice Miller,Paperback,4.0,10.84,$,11.99,9780465016907,Medical,dataset/Medical/0000081.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0623/9780062326034.jpg,Taking Charge of Your Fertility,Toni Weschler,Paperback,4.5,21.9,$,26.3,9780062326034,Medical,dataset/Medical/0000082.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5291/9781529110944.jpg,When Breath Becomes Air,Paul Kalanithi,Paperback,4.5,7.54,$,8.8,9781529110944,Medical,dataset/Medical/0000083.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1019/9781101980385.jpg,It Didn't Start with You,Mark Wolynn,Paperback,3.5,13.18,$,16.0,9781101980385,Medical,dataset/Medical/0000084.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4650/9780465061716.jpg,Trauma and Recovery,Judith Herman,Paperback,4.5,11.84,$,13.99,9780465061716,Medical,dataset/Medical/0000085.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1419/9780141975443.jpg,Love's Executioner,Irvin D. Yalom,Paperback,4.0,9.6,$,12.9,9780141975443,Medical,dataset/Medical/0000086.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6231/9781623158088.jpg,The Complete Ketogenic Diet for Beginners,Amy Ramos,Paperback,4.0,11.08,$,12.4,9781623158088,Medical,dataset/Medical/0000087.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8490/9781849010986.jpg,The Compassionate Mind,Paul Gilbert,Paperback,4.0,13.42,$,15.0,9781849010986,Medical,dataset/Medical/0000088.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8452/9781845295899.jpg,I Had a Black Dog,Matthew Johnstone,Paperback,4.5,6.8,$,10.3,9781845295899,Medical,dataset/Medical/0000089.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7850/9781785041228.jpg,The End of Alzheimer's,Dale E. Bredesen,Paperback,4.5,15.49,$,18.0,9781785041228,Medical,dataset/Medical/0000090.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5827/9781582703268.jpg,The Secret Language of Color Cards,Inna Segal,Paperback,4.5,10.1,$,16.0,9781582703268,Medical,dataset/Medical/0000091.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9416/9781941631560.jpg,The China Study: Revised and Expanded Edition,T. Colin Campbell,Paperback,4.0,15.58,$,,9781941631560,Medical,dataset/Medical/0000092.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3078/9780307888440.jpg,Immortal Life of Henrietta Lacks,Rebecca Skloot,Paperback,4.0,8.82,$,,9780307888440,Medical,dataset/Medical/0000093.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6091/9781609185046.jpg,"Cognitive Behavior Therapy, Second Edition",Judith S. Beck,Hardback,4.0,30.95,$,,9781609185046,Medical,dataset/Medical/0000094.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5938/9781593854454.jpg,Smart but Scattered,Peg Dawson,Paperback,4.0,12.94,$,17.0,9781593854454,Medical,dataset/Medical/0000095.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8619/9781861976574.jpg,Better,Atul Gawande,Paperback,4.0,8.99,$,12.9,9781861976574,Medical,dataset/Medical/0000096.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6151/9781615190805.jpg,The Complete Low-Fodmap Diet,Sue Shepherd,Paperback,4.0,15.7,$,17.95,9781615190805,Medical,dataset/Medical/0000097.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7538/9780753823064.jpg,Farewell To The East End,Jennifer Worth,Paperback,4.5,7.76,$,11.4,9780753823064,Medical,dataset/Medical/0000098.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8483/9781848313477.jpg,The Epigenetics Revolution,Nessa Carey,Paperback,4.0,6.21,$,12.9,9781848313477,Medical,dataset/Medical/0000099.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4159/9780415922227.jpg,Maps of Meaning,Jordan B. Peterson,Paperback,4.0,49.85,$,56.5,9780415922227,Medical,dataset/Medical/0000100.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0081/9780008128005.jpg,A Mind of Your Own,Kelly Brogan,Paperback,4.0,12.76,$,16.0,9780008128005,Medical,dataset/Medical/0000101.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0995/9780099584575.jpg,The Gene,Siddhartha Mukherjee,Paperback,4.5,12.59,$,,9780099584575,Medical,dataset/Medical/0000102.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6716/9780671657864.jpg,"Many Lives, Many Masters",Brian L. Weiss,Paperback,4.0,11.03,$,16.0,9780671657864,Medical,dataset/Medical/0000103.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3305/9780330523592.jpg,Musicophilia,Oliver Sacks,Paperback,4.0,9.43,$,13.9,9780330523592,Medical,dataset/Medical/0000104.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5290/9781529010817.jpg,The How Not To Die Cookbook,Michael Greger,Paperback,4.0,16.29,$,21.1,9781529010817,Medical,dataset/Medical/0000105.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9692/9780969276814.jpg,"Breaking the vicious cycle, Intestinal health through diet",Elaine Gottscha,Paperback,4.0,22.3,$,,9780969276814,Medical,dataset/Medical/0000106.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7679/9780767908726.jpg,Highly Sensitive Child,Elaine N. Aron,Paperback,4.0,12.92,$,19.6,9780767908726,Medical,dataset/Medical/0000107.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2413/9780241303559.jpg,The 4 Pillar Plan,Dr. Rangan Chatterjee,Paperback,4.5,18.77,$,21.1,9780241303559,Medical,dataset/Medical/0000108.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4447/9781444786187.jpg,Into the Magic Shop,Dr. James R. Doty,Paperback,4.0,12.47,$,21.1,9781444786187,Medical,dataset/Medical/0000109.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5938/9781593853723.jpg,Schema Therapy,Jeffrey E. Young,Paperback,4.5,34.25,$,47.3,9781593853723,Medical,dataset/Medical/0000110.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3937/9780393703276.jpg,The Body Remembers,Babette Rothschild,Hardback,4.5,28.58,$,32.6,9780393703276,Medical,dataset/Medical/0000111.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4512/9780451217325.jpg,The Undiscovered Self,C G Jung,Paperback,4.0,6.38,$,8.3,9780451217325,Medical,dataset/Medical/0000112.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8904/9780890425565.jpg,Desk Reference to the Diagnostic Criteria from DSM-5,American Psychiatric Association,Paperback,4.0,55.56,$,79.7,9780890425565,Medical,dataset/Medical/0000113.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9374/9781937473808.jpg,When My Worries Get Too Big!,Kari Dunn Buron,Paperback,4.0,12.74,$,19.57,9781937473808,Medical,dataset/Medical/0000114.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4625/9781462520428.jpg,"Mind Over Mood, Second Edition",Dennis Greenberger,Paperback,4.0,21.35,$,24.0,9781462520428,Medical,dataset/Medical/0000115.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6840/9781684033010.jpg,ACT Made Simple,Russ Harris,Paperback,4.5,30.5,$,43.0,9781684033010,Medical,dataset/Medical/0000116.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3453/9780345339256.jpg,Dibs in Search of Self,Virginia M. Axline,Paperback,4.0,6.72,$,8.3,9780345339256,Medical,dataset/Medical/0000117.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1019/9781101911761.jpg,We Should All Be Feminists,Chimamanda Ngozi Adichie,Paperback,4.5,6.98,$,9.3,9781101911761,Medical,dataset/Medical/0000118.jpg
